Exchange,Side,Symbol,Size,Price
NYSE,Bid,GOOG,2100,924.92
NASDAQ,Bid,AAPL,1900,159.02
NYSE,Ask,GOOG,3900,925.61
IEX,Ask,AAPL,1800,158.61
NASDAQ,Bid,AAPL,4100,157.74
NYSE,Bid,GOOG,1800,925.94
NYSE,Bid,GOOG,2700,925.68
NYSE,Bid,AAPL,1000,158.22
NYSE,Bid,AAPL,2100,157.7
IEX,Ask,GOOG,500,925.66
NASDAQ,Bid,AAPL,200,157.06
NYSE,Ask,GOOG,1600,924.96
NYSE,Bid,GOOG,4900,924.71
IEX,Bid,AAPL,4100,156.52
NASDAQ,Bid,GOOG,4300,924.59
NYSE,Ask,AAPL,2500,157.05
NYSE,Bid,GOOG,300,923.61
NYSE,Ask,AAPL,3600,156.08
NASDAQ,Ask,GOOG,3500,923.78
NYSE,Ask,GOOG,4300,923.86
NYSE,Ask,AAPL,600,155.46
NASDAQ,Bid,GOOG,1100,924.43
IEX,Bid,AAPL,400,155.62
NASDAQ,Ask,GOOG,4600,924.15
IEX,Ask,AAPL,2300,155.35
NYSE,Bid,GOOG,1200,925.1
NYSE,Ask,AAPL,1200,154.79
NYSE,Bid,GOOG,2900,925.29
NASDAQ,Bid,AAPL,4400,154.09
NYSE,Ask,GOOG,2100,924.92
NASDAQ,Ask,GOOG,1200,925.07
IEX,Ask,AAPL,1300,154
NYSE,Ask,AAPL,1500,153.52
NYSE,Ask,GOOG,4000,924.52
IEX,Ask,AAPL,4700,152.61
NASDAQ,Ask,AAPL,1300,152.01
IEX,Bid,GOOG,900,924.78
NASDAQ,Bid,GOOG,400,924.51
IEX,Bid,GOOG,500,923.99
NYSE,Ask,AAPL,3500,151.39
NASDAQ,Ask,AAPL,1800,151.01
NYSE,Ask,GOOG,4000,924.27
NASDAQ,Ask,AAPL,3000,150.45
NYSE,Bid,AAPL,4300,150.72
NASDAQ,Bid,GOOG,800,924.64
NYSE,Bid,AAPL,2900,150.36
IEX,Bid,GOOG,3200,924.43
NYSE,Bid,AAPL,500,150.55
NASDAQ,Bid,GOOG,3400,924.3
IEX,Ask,AAPL,2600,151.27
NYSE,Ask,GOOG,100,923.78
NYSE,Bid,AAPL,5000,150.98
NASDAQ,Bid,GOOG,3200,924.72
NASDAQ,Bid,GOOG,4200,925.2
NYSE,Ask,GOOG,500,924.73
NASDAQ,Bid,AAPL,200,151.05
IEX,Ask,AAPL,3400,150.67
NYSE,Bid,AAPL,4200,150.97
NASDAQ,Bid,GOOG,3900,924.87
NASDAQ,Ask,AAPL,5000,151.1
IEX,Ask,GOOG,3600,924.88
NYSE,Ask,GOOG,1100,924.04
NASDAQ,Ask,AAPL,4100,151.64
NYSE,Ask,AAPL,1100,151.39
IEX,Ask,AAPL,4400,151.29
NASDAQ,Bid,GOOG,1900,924.7
NASDAQ,Bid,GOOG,4200,924.45
NASDAQ,Ask,GOOG,600,923.77
NASDAQ,Ask,GOOG,1900,922.96
NYSE,Ask,GOOG,4700,921.99
NASDAQ,Bid,AAPL,1900,150.64
NYSE,Bid,GOOG,1100,922.79
NYSE,Bid,AAPL,3200,149.8
IEX,Bid,AAPL,100,149.22
IEX,Ask,GOOG,4300,922.3
NYSE,Bid,GOOG,1500,921.31
NASDAQ,Bid,AAPL,700,150.18
NYSE,Ask,GOOG,200,922.16
IEX,Ask,GOOG,4800,922.01
NASDAQ,Bid,AAPL,2100,150.55
NASDAQ,Bid,GOOG,2000,921.01
NYSE,Bid,AAPL,300,151.44
NASDAQ,Bid,GOOG,600,921.23
NYSE,Bid,AAPL,3000,151.28
NYSE,Bid,AAPL,200,151.55
IEX,Ask,GOOG,4500,921.55
NYSE,Bid,AAPL,1000,151.29
NYSE,Bid,GOOG,3600,921.59
NYSE,Bid,AAPL,3500,151.71
NYSE,Bid,GOOG,3600,921.19
NASDAQ,Bid,AAPL,1700,152.69
NASDAQ,Ask,GOOG,4100,920.55
NASDAQ,Bid,AAPL,3800,153.35
NYSE,Ask,AAPL,1400,153.13
NASDAQ,Ask,GOOG,1300,920.77
NASDAQ,Ask,AAPL,2600,153.92
NYSE,Ask,GOOG,1900,921.52
NASDAQ,Bid,AAPL,1800,153.89
NYSE,Bid,GOOG,800,920.9
IEX,Ask,AAPL,2800,154.41
NYSE,Bid,GOOG,2300,920.93
NASDAQ,Bid,GOOG,1400,921.43
NASDAQ,Ask,AAPL,3700,154.4
NYSE,Ask,GOOG,3600,921.51
IEX,Ask,AAPL,2800,154.61
IEX,Ask,GOOG,4000,920.87
NASDAQ,Bid,GOOG,300,920.71
NASDAQ,Bid,AAPL,4500,154.8
NYSE,Bid,AAPL,5000,154.36
NASDAQ,Bid,AAPL,3300,153.96
NASDAQ,Ask,GOOG,3100,920.12
IEX,Ask,AAPL,1800,153.41
IEX,Ask,AAPL,2600,152.7
NYSE,Ask,AAPL,3300,153.54
IEX,Bid,GOOG,4500,919.46
NYSE,Bid,AAPL,1600,154.04
NASDAQ,Ask,AAPL,3500,154.01
NASDAQ,Ask,GOOG,4600,919.88
IEX,Bid,AAPL,3700,154.3
NASDAQ,Bid,GOOG,2900,919.26
NASDAQ,Bid,AAPL,4700,154.31
NYSE,Bid,AAPL,2900,153.93
NYSE,Ask,GOOG,1200,918.92
NYSE,Ask,GOOG,4400,919.89
NYSE,Bid,GOOG,4400,919.2
NYSE,Ask,AAPL,4200,153.51
NYSE,Bid,GOOG,1000,918.85
NASDAQ,Bid,AAPL,1600,153.73
NYSE,Ask,GOOG,2100,918.39
NYSE,Bid,GOOG,2900,917.48
IEX,Ask,AAPL,2500,152.94
NYSE,Bid,GOOG,2400,917.54
NYSE,Bid,GOOG,2800,917.84
NYSE,Ask,GOOG,3200,918.46
NYSE,Ask,AAPL,1800,153.61
NYSE,Bid,AAPL,1100,154.28
NYSE,Ask,AAPL,2800,155.19
IEX,Ask,GOOG,1700,917.67
NASDAQ,Ask,GOOG,1000,918.47
NYSE,Bid,AAPL,2900,156.08
NASDAQ,Ask,GOOG,3900,918.65
IEX,Bid,GOOG,2300,919.49
NASDAQ,Bid,AAPL,2800,156.76
IEX,Bid,AAPL,2700,156.94
IEX,Bid,GOOG,1600,919.06
NASDAQ,Ask,AAPL,4000,157.07
NYSE,Bid,GOOG,3300,919.14
NASDAQ,Ask,GOOG,3300,919.53
IEX,Bid,AAPL,3300,156.8
NYSE,Ask,GOOG,4000,918.65
NYSE,Ask,AAPL,3300,156.79
NYSE,Bid,GOOG,1200,919.44
NYSE,Bid,AAPL,3500,155.82
NASDAQ,Bid,GOOG,1800,918.82
NASDAQ,Ask,GOOG,2300,918.99
IEX,Bid,GOOG,2300,918.2
NYSE,Bid,AAPL,3200,155.54
NYSE,Bid,AAPL,600,154.8
IEX,Ask,AAPL,1400,154.74
NASDAQ,Bid,GOOG,3500,918.08
NASDAQ,Ask,AAPL,2300,154.13
NYSE,Ask,AAPL,1800,154.68
NASDAQ,Ask,AAPL,4900,154.56
NYSE,Ask,GOOG,2900,918.88
NYSE,Ask,AAPL,2000,154.04
IEX,Bid,AAPL,4000,154.59
NYSE,Bid,AAPL,5000,155.59
IEX,Bid,GOOG,5000,918.5
NYSE,Ask,AAPL,3300,155.59
NYSE,Ask,GOOG,900,918.02
NYSE,Bid,AAPL,2000,155.28
NYSE,Bid,GOOG,2600,918.76
NASDAQ,Bid,AAPL,3200,155.57
NYSE,Ask,AAPL,4700,155.08
NASDAQ,Bid,GOOG,3000,919.58
NYSE,Ask,AAPL,2700,155.95
NYSE,Ask,GOOG,2700,920.34
NASDAQ,Bid,AAPL,200,155.92
NYSE,Bid,AAPL,4800,155.86
NYSE,Bid,GOOG,300,920.59
NYSE,Bid,AAPL,1800,155.12
IEX,Ask,GOOG,100,921.15
NASDAQ,Ask,AAPL,2700,154.56
NYSE,Bid,AAPL,200,153.9
NYSE,Ask,GOOG,800,920.86
NYSE,Ask,AAPL,200,154.3
NYSE,Bid,GOOG,2400,920.41
NYSE,Bid,AAPL,1700,154.89
NASDAQ,Ask,AAPL,1500,154.43
IEX,Ask,GOOG,4700,920.08
NYSE,Ask,AAPL,600,153.85
NASDAQ,Bid,GOOG,3700,919.33
NYSE,Ask,AAPL,2700,152.88
NYSE,Bid,GOOG,3100,918.48
NYSE,Bid,AAPL,600,151.98
NYSE,Ask,AAPL,2100,152.17
IEX,Ask,AAPL,1100,153.03
IEX,Bid,GOOG,300,917.95
NYSE,Bid,AAPL,4800,152.86
NYSE,Ask,GOOG,600,918.18
NASDAQ,Ask,AAPL,4300,152.18
NASDAQ,Ask,GOOG,4700,919.14
IEX,Ask,AAPL,4700,152.93
IEX,Ask,GOOG,3600,919.83
NYSE,Ask,GOOG,5000,919.24
NASDAQ,Bid,GOOG,1900,919.3
NASDAQ,Ask,AAPL,800,153.43
IEX,Ask,GOOG,3500,920.22
NYSE,Ask,AAPL,3000,153.98
NYSE,Ask,GOOG,1600,919.85
NYSE,Bid,AAPL,2500,153.85
NYSE,Ask,GOOG,1100,919.25
NYSE,Bid,GOOG,3000,919.64
NYSE,Bid,AAPL,2000,153.59
NYSE,Bid,AAPL,1000,153.6
IEX,Bid,GOOG,900,919.11
NASDAQ,Bid,GOOG,3900,919.04
NYSE,Bid,GOOG,2100,919.45
IEX,Ask,AAPL,2900,154.46
NASDAQ,Bid,AAPL,2900,153.57
IEX,Ask,GOOG,2500,919.33
NYSE,Ask,AAPL,4200,152.99
NASDAQ,Ask,GOOG,2900,918.91
NYSE,Bid,AAPL,1400,152.55
NYSE,Bid,GOOG,4400,919.1
NYSE,Bid,AAPL,3200,153.06
NYSE,Ask,GOOG,1600,919.58
NYSE,Bid,AAPL,5000,153.02
NASDAQ,Bid,GOOG,3800,919.56
NASDAQ,Ask,AAPL,3100,153.04
NYSE,Bid,GOOG,3000,918.59
NYSE,Bid,AAPL,200,152.15
NYSE,Bid,GOOG,3000,918.12
NYSE,Bid,GOOG,2700,918.8
NASDAQ,Ask,AAPL,4300,151.77
NASDAQ,Ask,GOOG,4700,918.51
IEX,Bid,GOOG,4500,919.06
NYSE,Ask,AAPL,3900,152.01
NYSE,Ask,GOOG,200,919.95
NASDAQ,Ask,AAPL,1900,151.5
NYSE,Ask,GOOG,1700,920.52
NASDAQ,Bid,GOOG,700,921.22
IEX,Ask,AAPL,3700,151.92
NYSE,Bid,GOOG,2300,920.71
IEX,Ask,AAPL,500,151.78
NYSE,Ask,GOOG,400,920.11
NYSE,Ask,AAPL,1900,151.29
NYSE,Bid,GOOG,4500,919.44
NYSE,Bid,GOOG,5000,918.9
IEX,Bid,AAPL,4900,150.69
NYSE,Bid,GOOG,1700,919.32
IEX,Bid,AAPL,600,151.39
NASDAQ,Bid,GOOG,2300,918.37
NYSE,Bid,AAPL,3800,151.49
NASDAQ,Ask,AAPL,800,152.48
NASDAQ,Ask,GOOG,3300,917.48
NASDAQ,Bid,AAPL,4600,152.12
NYSE,Ask,GOOG,900,917.97
NYSE,Bid,AAPL,4000,152.98
NASDAQ,Bid,GOOG,4000,918.79
NYSE,Bid,AAPL,2400,153.8
NYSE,Ask,GOOG,4700,918.63
NYSE,Bid,AAPL,3800,154.2
NASDAQ,Bid,GOOG,2200,917.85
NASDAQ,Ask,AAPL,2300,153.62
NYSE,Bid,AAPL,1200,152.85
IEX,Ask,GOOG,2300,916.89
NYSE,Bid,GOOG,2100,916.28
IEX,Bid,AAPL,400,153.16
IEX,Ask,GOOG,400,916.12
NYSE,Bid,AAPL,3500,152.7
NYSE,Ask,GOOG,700,916.72
NASDAQ,Bid,AAPL,1300,152.68
IEX,Ask,GOOG,3000,916.53
NYSE,Ask,GOOG,5000,916.94
NYSE,Ask,AAPL,3100,153.22
NYSE,Bid,GOOG,4200,915.98
NYSE,Bid,GOOG,5000,916.91
NYSE,Bid,AAPL,4700,153.78
NASDAQ,Ask,AAPL,800,154.08
NASDAQ,Ask,AAPL,2300,153.67
NASDAQ,Ask,GOOG,2700,916.05
NYSE,Bid,AAPL,4700,154.57
IEX,Ask,AAPL,800,153.79
IEX,Ask,AAPL,4500,154.32
NYSE,Ask,AAPL,500,154.89
NYSE,Bid,GOOG,500,915.87
NYSE,Ask,AAPL,2900,155.09
IEX,Bid,GOOG,2100,914.93
NASDAQ,Ask,AAPL,3400,154.27
NYSE,Ask,GOOG,3000,914.7
NYSE,Bid,AAPL,3200,153.9
NASDAQ,Ask,GOOG,4400,915.11
NYSE,Ask,AAPL,2700,154.21
NYSE,Ask,AAPL,3600,155.06
NASDAQ,Ask,GOOG,1400,915.97
NASDAQ,Bid,AAPL,2400,155.65
NASDAQ,Ask,AAPL,3000,155.22
NYSE,Ask,GOOG,4500,915.3
NYSE,Ask,GOOG,4700,914.87
NYSE,Bid,AAPL,3000,154.93
NASDAQ,Ask,GOOG,2200,915.29
NASDAQ,Bid,AAPL,3900,155.82
IEX,Ask,GOOG,600,916.11
NASDAQ,Ask,GOOG,800,916.51
NASDAQ,Bid,AAPL,2700,155.83
NASDAQ,Ask,AAPL,1500,155
NYSE,Ask,GOOG,1500,915.95
NASDAQ,Ask,AAPL,1200,154.14
NASDAQ,Bid,GOOG,2100,915.98
IEX,Bid,AAPL,2300,154.02
NYSE,Bid,GOOG,700,915.78
NYSE,Bid,GOOG,3700,915.29
IEX,Bid,GOOG,2100,915.34
NASDAQ,Ask,AAPL,1500,154.4
NYSE,Ask,GOOG,4900,914.97
NYSE,Ask,AAPL,3000,155.07
IEX,Ask,GOOG,400,915.44
NYSE,Bid,GOOG,3700,914.56
NYSE,Ask,AAPL,4200,154.98
NASDAQ,Bid,GOOG,1600,914.57
NYSE,Bid,AAPL,200,155.3
NYSE,Ask,AAPL,500,154.33
IEX,Ask,AAPL,700,153.58
NASDAQ,Bid,GOOG,1800,914.12
NYSE,Ask,AAPL,400,152.99
NASDAQ,Bid,GOOG,3300,915.12
NYSE,Bid,AAPL,1800,152.33
NYSE,Bid,AAPL,1500,151.54
NASDAQ,Bid,GOOG,3400,916.07
NASDAQ,Ask,AAPL,3500,150.89
NYSE,Bid,GOOG,3400,917.05
NASDAQ,Ask,AAPL,4100,150.93
NYSE,Bid,GOOG,300,916.97
NYSE,Bid,GOOG,4400,917.68
NYSE,Ask,AAPL,1500,151.59
IEX,Ask,AAPL,1800,152.09
IEX,Bid,AAPL,500,151.82
IEX,Bid,AAPL,1900,151.16
NYSE,Bid,GOOG,2300,917.1
IEX,Ask,AAPL,3600,150.88
IEX,Bid,GOOG,2000,916.67
IEX,Ask,AAPL,3600,150.04
NASDAQ,Bid,GOOG,300,916.3
NYSE,Ask,AAPL,4600,149.98
NASDAQ,Bid,GOOG,800,915.64
NYSE,Ask,AAPL,4900,150.69
IEX,Bid,AAPL,500,151.4
NASDAQ,Bid,AAPL,3400,151.77
NYSE,Ask,GOOG,3200,915.69
NYSE,Bid,AAPL,3100,152.13
NYSE,Ask,AAPL,4300,151.62
NASDAQ,Bid,GOOG,1900,915.28
NYSE,Ask,GOOG,3900,915.64
NYSE,Ask,GOOG,1700,915.22
NASDAQ,Ask,GOOG,200,914.62
IEX,Ask,GOOG,4300,913.72
NYSE,Bid,AAPL,1200,151.14
NYSE,Bid,GOOG,1700,914.17
NYSE,Bid,AAPL,2000,151.63
NYSE,Ask,AAPL,200,152.26
IEX,Ask,AAPL,1900,151.43
NASDAQ,Bid,AAPL,2700,150.55
NASDAQ,Ask,AAPL,4600,150.89
NASDAQ,Ask,GOOG,500,914.34
NASDAQ,Bid,GOOG,4100,913.84
NYSE,Ask,GOOG,900,913.6
NYSE,Bid,AAPL,3700,149.9
NYSE,Ask,GOOG,1600,913.11
NASDAQ,Ask,GOOG,3300,912.75
NYSE,Ask,AAPL,1400,150.29
NYSE,Bid,GOOG,300,912.09
NASDAQ,Bid,AAPL,3900,149.7
NYSE,Ask,AAPL,2200,149.56
NYSE,Bid,AAPL,4000,149.86
NYSE,Bid,GOOG,4800,912.62
NYSE,Ask,AAPL,1000,149.03
NYSE,Bid,GOOG,2300,913.53
NYSE,Ask,AAPL,1700,148.41
IEX,Ask,GOOG,2600,913.85
NYSE,Bid,GOOG,3400,913.31
NASDAQ,Bid,AAPL,900,148.14
NYSE,Ask,AAPL,4800,148.29
NASDAQ,Bid,AAPL,2700,148.99
IEX,Bid,AAPL,100,148.45
NYSE,Bid,GOOG,2100,912.55
NASDAQ,Bid,GOOG,2300,913.14
NASDAQ,Ask,AAPL,4600,149.06
NASDAQ,Bid,GOOG,1100,913.93
NYSE,Bid,AAPL,1900,148.14
NYSE,Ask,GOOG,4000,914.4
NASDAQ,Bid,AAPL,2600,148.48
NYSE,Ask,GOOG,3800,914.5
NASDAQ,Ask,AAPL,2100,149.43
NASDAQ,Bid,GOOG,3800,915.27
NYSE,Bid,GOOG,1200,914.47
NASDAQ,Bid,GOOG,4800,915.22
NASDAQ,Ask,AAPL,1700,148.68
NYSE,Ask,GOOG,1000,914.4
NASDAQ,Ask,AAPL,1500,148.88
NYSE,Ask,GOOG,4900,915.08
NYSE,Ask,AAPL,1000,149.45
NYSE,Ask,AAPL,1600,149.54
NASDAQ,Bid,GOOG,1300,915.33
NYSE,Ask,GOOG,2900,915.48
NYSE,Bid,AAPL,400,148.83
NASDAQ,Ask,GOOG,400,915.16
IEX,Ask,GOOG,3800,916.05
NYSE,Ask,AAPL,400,149.75
NYSE,Bid,GOOG,1000,915.28
NYSE,Ask,AAPL,1600,148.86
NYSE,Bid,GOOG,3300,914.9
NASDAQ,Ask,GOOG,1000,915.44
IEX,Ask,AAPL,3700,148.63
NYSE,Ask,GOOG,4800,915.58
NASDAQ,Ask,AAPL,700,148.24
NYSE,Bid,AAPL,4500,148.52
IEX,Ask,GOOG,700,915.44
NYSE,Ask,GOOG,4100,915.85
IEX,Bid,AAPL,1600,148.61
NYSE,Ask,AAPL,2600,147.67
NYSE,Bid,GOOG,2300,915.79
NASDAQ,Ask,GOOG,1900,916.65
NYSE,Bid,AAPL,1300,147.68
NASDAQ,Ask,GOOG,4500,917.54
IEX,Ask,GOOG,1800,917.7
NASDAQ,Bid,AAPL,2500,147.47
NYSE,Ask,GOOG,2200,917.42
NYSE,Ask,GOOG,1800,916.6
NYSE,Bid,AAPL,2500,147.97
NASDAQ,Ask,GOOG,2300,917.37
NYSE,Ask,AAPL,700,147.54
NASDAQ,Ask,GOOG,3000,918.19
NASDAQ,Ask,AAPL,3200,148.21
NYSE,Bid,GOOG,600,918.73
NASDAQ,Bid,GOOG,2000,918.94
NASDAQ,Bid,AAPL,1700,148.28
NYSE,Ask,GOOG,3500,918.87
NYSE,Bid,GOOG,2100,919.41
NASDAQ,Ask,AAPL,2100,147.89
NYSE,Bid,GOOG,600,918.52
NASDAQ,Ask,GOOG,3900,919.04
NASDAQ,Ask,AAPL,3600,148.37
NYSE,Ask,AAPL,4300,147.39
IEX,Bid,GOOG,100,919.6
NYSE,Ask,AAPL,400,148.23
NYSE,Ask,GOOG,2200,920.17
NYSE,Ask,AAPL,1400,149.19
NASDAQ,Bid,GOOG,2300,920.37
NYSE,Ask,AAPL,1300,149.19
NYSE,Ask,GOOG,3800,921.34
NYSE,Ask,AAPL,1900,149.63
NYSE,Bid,GOOG,2800,920.65
NYSE,Ask,AAPL,3300,150.1
NYSE,Bid,GOOG,100,921.53
NASDAQ,Bid,AAPL,4900,150.81
NASDAQ,Bid,GOOG,900,921.72
NYSE,Bid,GOOG,800,922.11
NASDAQ,Bid,AAPL,3200,150.01
NYSE,Bid,GOOG,1200,922.29
NASDAQ,Ask,AAPL,3000,149.69
NASDAQ,Ask,GOOG,2400,922.9
IEX,Ask,GOOG,4100,922.23
IEX,Bid,AAPL,1200,150.28
NASDAQ,Ask,GOOG,600,923.06
NASDAQ,Ask,AAPL,600,150.19
NYSE,Ask,GOOG,5000,922.25
NASDAQ,Ask,AAPL,4400,151.01
NYSE,Ask,GOOG,3100,921.27
NYSE,Bid,AAPL,2000,151.78
NYSE,Ask,GOOG,4700,921.11
IEX,Ask,GOOG,700,920.41
IEX,Ask,AAPL,900,150.92
NYSE,Bid,GOOG,300,920.87
NYSE,Bid,GOOG,1000,921.67
NASDAQ,Ask,AAPL,3400,150.93
NYSE,Bid,GOOG,1800,921.96
NYSE,Bid,AAPL,2000,151.55
NYSE,Ask,GOOG,2200,922.35
NYSE,Bid,GOOG,3300,923.16
NYSE,Ask,AAPL,4500,152.05
NYSE,Bid,GOOG,4100,923.37
IEX,Ask,GOOG,3600,922.87
NASDAQ,Ask,AAPL,1700,152.26
IEX,Ask,AAPL,2600,152.25
IEX,Ask,GOOG,2400,921.87
NYSE,Bid,GOOG,4200,921.05
IEX,Bid,AAPL,4100,151.94
NYSE,Ask,GOOG,500,921.71
NYSE,Ask,AAPL,3000,152.38
NYSE,Ask,GOOG,2000,921.36
NASDAQ,Ask,AAPL,1300,151.46
NYSE,Bid,GOOG,5000,922.2
NYSE,Ask,AAPL,2700,152.39
IEX,Bid,GOOG,2500,922.04
NASDAQ,Ask,AAPL,2500,151.83
NASDAQ,Bid,GOOG,800,922.02
NYSE,Ask,AAPL,900,152.42
NASDAQ,Bid,GOOG,1800,921.97
NYSE,Bid,AAPL,1400,153.21
NASDAQ,Bid,AAPL,3100,154.11
IEX,Ask,GOOG,800,922.02
NASDAQ,Ask,GOOG,800,922.47
NYSE,Ask,AAPL,4800,154
NASDAQ,Ask,GOOG,3700,922.51
NASDAQ,Bid,GOOG,1000,923.15
NASDAQ,Bid,GOOG,100,922.45
NASDAQ,Ask,AAPL,1700,153.5
NYSE,Ask,AAPL,1600,154.13
NASDAQ,Bid,AAPL,4200,153.53
NYSE,Bid,GOOG,3600,923.33
NYSE,Ask,AAPL,3300,153.77
NASDAQ,Bid,AAPL,3900,154.15
NYSE,Ask,GOOG,300,922.82
NYSE,Ask,GOOG,100,923.76
NYSE,Ask,AAPL,4500,155.04
NYSE,Ask,GOOG,3600,924.34
IEX,Ask,AAPL,1500,155.07
NYSE,Ask,GOOG,2500,923.45
IEX,Ask,AAPL,1900,155
NYSE,Bid,GOOG,1100,924.36
NASDAQ,Bid,GOOG,4800,924.71
NYSE,Ask,AAPL,2600,154.15
NASDAQ,Ask,GOOG,3200,924.47
NASDAQ,Ask,AAPL,4500,153.19
NASDAQ,Bid,GOOG,4400,924.47
NYSE,Ask,AAPL,2300,152.77
NYSE,Bid,AAPL,4600,152.97
NASDAQ,Bid,GOOG,2600,923.77
NYSE,Ask,GOOG,3900,922.87
NYSE,Bid,AAPL,3800,153.16
IEX,Ask,AAPL,1700,153.6
NYSE,Ask,GOOG,3500,923.13
NASDAQ,Ask,AAPL,3800,153.03
IEX,Bid,GOOG,1800,923.04
NYSE,Ask,GOOG,200,923.19
NYSE,Ask,AAPL,300,153.1
NYSE,Bid,GOOG,1200,923.84
IEX,Ask,GOOG,2000,923.33
NASDAQ,Ask,AAPL,900,153.39
NYSE,Bid,GOOG,1800,923.54
NASDAQ,Bid,AAPL,1100,154.28
NYSE,Bid,AAPL,4400,154.52
NYSE,Ask,GOOG,2500,922.65
NYSE,Ask,AAPL,3600,154.41
NYSE,Ask,AAPL,2300,153.91
NASDAQ,Bid,GOOG,3300,922.36
IEX,Bid,AAPL,3400,153.92
NYSE,Bid,AAPL,3700,153.65
NYSE,Ask,GOOG,2500,921.38
NYSE,Ask,AAPL,2500,153.57
NYSE,Ask,AAPL,3300,152.59
NYSE,Bid,GOOG,3700,921.17
NASDAQ,Ask,AAPL,3500,153.39
NASDAQ,Ask,AAPL,1400,152.99
IEX,Ask,GOOG,3500,921.51
NYSE,Ask,AAPL,4800,153.11
NASDAQ,Bid,AAPL,100,153.13
NASDAQ,Ask,GOOG,3600,922.33
NASDAQ,Ask,AAPL,1200,153.56
IEX,Ask,AAPL,4800,152.87
IEX,Ask,GOOG,2800,922.09
NASDAQ,Bid,AAPL,3500,153.51
NYSE,Bid,GOOG,4700,921.37
NASDAQ,Bid,AAPL,3300,152.52
NYSE,Bid,AAPL,1500,153.36
NYSE,Ask,GOOG,3500,921.63
NASDAQ,Bid,AAPL,3500,152.76
NYSE,Ask,GOOG,900,921.55
NYSE,Ask,AAPL,3000,152.11
NASDAQ,Bid,AAPL,4000,152.43
NYSE,Bid,AAPL,4000,152.46
NASDAQ,Bid,GOOG,2600,922.02
NASDAQ,Ask,AAPL,1100,152.54
NYSE,Bid,GOOG,2200,922.06
NASDAQ,Ask,AAPL,700,152.43
NYSE,Bid,AAPL,2100,151.96
NASDAQ,Bid,GOOG,4200,921.41
IEX,Ask,AAPL,1200,151.25
NYSE,Bid,GOOG,3100,921.64
NASDAQ,Ask,AAPL,800,151.27
NYSE,Ask,GOOG,2800,920.93
NASDAQ,Bid,GOOG,1400,921.62
NYSE,Ask,GOOG,700,921.68
NASDAQ,Bid,AAPL,600,151.38
NASDAQ,Bid,AAPL,3200,151.41
IEX,Bid,GOOG,4300,921.63
NASDAQ,Ask,AAPL,1700,151.9
NASDAQ,Ask,AAPL,1200,151.89
NASDAQ,Ask,GOOG,1400,922.15
NYSE,Ask,AAPL,1100,152.52
NASDAQ,Bid,GOOG,5000,921.65
IEX,Ask,AAPL,2900,152.55
NYSE,Ask,AAPL,1000,153.2
NASDAQ,Bid,GOOG,4700,921.71
NYSE,Bid,AAPL,3800,153.22
NYSE,Ask,GOOG,1200,922.59
NYSE,Ask,AAPL,300,152.79
NYSE,Bid,GOOG,4200,922.47
IEX,Bid,GOOG,3100,922.55
NYSE,Ask,AAPL,1400,152.01
NYSE,Bid,GOOG,700,922.15
NASDAQ,Ask,AAPL,2700,152.66
NASDAQ,Bid,GOOG,2400,921.7
NYSE,Bid,GOOG,1200,920.79
NASDAQ,Bid,AAPL,1000,153.16
IEX,Ask,GOOG,1900,921.68
NASDAQ,Ask,GOOG,1400,922.17
NYSE,Ask,AAPL,3500,153.95
NASDAQ,Bid,AAPL,2400,152.98
NASDAQ,Ask,GOOG,2100,922.14
NYSE,Bid,AAPL,800,153.17
NASDAQ,Ask,AAPL,4800,152.34
NYSE,Bid,GOOG,400,921.21
NASDAQ,Bid,AAPL,1200,152.38
NYSE,Ask,AAPL,1100,151.74
IEX,Bid,GOOG,2200,920.61
NYSE,Ask,AAPL,2000,151.03
NASDAQ,Bid,GOOG,2900,920.19
NASDAQ,Ask,AAPL,1900,150.09
NYSE,Bid,GOOG,1800,920.49
NYSE,Ask,GOOG,4800,921.31
NYSE,Bid,AAPL,3200,150.36
NYSE,Bid,GOOG,1000,922.06
NASDAQ,Ask,GOOG,100,922.16
NASDAQ,Bid,GOOG,1600,922.63
NASDAQ,Bid,AAPL,3600,150.49
NASDAQ,Ask,GOOG,4100,922.57
NASDAQ,Ask,AAPL,1900,150.07
NYSE,Ask,GOOG,1600,922.63
NYSE,Ask,GOOG,2200,921.85
NYSE,Ask,GOOG,3300,921.34
NYSE,Ask,AAPL,2900,149.85
NYSE,Bid,GOOG,4600,921.62
NYSE,Ask,GOOG,3100,922.53
NYSE,Bid,GOOG,4300,922.77
NASDAQ,Ask,AAPL,2000,149.37
NASDAQ,Ask,AAPL,900,148.84
NYSE,Ask,GOOG,200,923.21
NASDAQ,Ask,GOOG,1800,922.59
NYSE,Ask,AAPL,3300,147.89
NASDAQ,Bid,GOOG,2600,922.64
NASDAQ,Ask,GOOG,200,923.62
NYSE,Bid,AAPL,4700,147.59
IEX,Bid,GOOG,5000,923.44
NASDAQ,Bid,AAPL,3300,148.58
NYSE,Bid,AAPL,2400,148.8
NASDAQ,Ask,AAPL,3400,149.67
NYSE,Ask,GOOG,300,923.64
NYSE,Bid,GOOG,3200,923.92
NASDAQ,Bid,AAPL,700,148.98
NYSE,Bid,GOOG,600,923.43
NASDAQ,Bid,AAPL,1200,149.72
NASDAQ,Ask,GOOG,4200,922.64
NYSE,Bid,GOOG,4000,922.11
